,dis,force_f_31000011,force_f_31000010,force_f_31000022,force_f_31000023,force_f_31000021,force_f_31000009,force_f_31000008,force_f_31000020,force_f_31000019
3050,-64.90297499999986,2.9835188957946857,0.33298533266055536,-1.8444005731698847,2.8274145630852647,-0.07478105424627637,30.532124000001232,-0.6282974512499202,202.3616799999999,-0.22187614250018897
3049,-64.88807304687506,2.4593035397969634,-0.5219112725158361,-2.1242684583831,1.8761722914055774,-0.43247678195330774,30.468134421876226,-1.4629468312499203,202.3616799999999,-1.022480035000189
303,-64.86948886718756,1.7137036173441644,-1.7575014636584143,-2.1720581385914333,0.7631916062493278,-0.749614462890808,30.20174698437623,-1.96382392624992,202.3616799999999,-1.8823545000001896
3046,-64.85357499999988,1.1915124974176101,-2.6287415729125656,-2.193867860059532,-0.1631673094733283,-1.189345660703308,29.283467765626227,-1.99223724374992,202.3616799999999,-2.37638425000019
3045,-64.83855058593755,0.7123656617211989,-3.2602560238293137,-2.0696185007122017,-0.9120155574550992,-1.6249209477866406,28.22983525000123,-1.9169821458332534,202.3616799999999,-2.1901637000001903
305,-64.81996230468756,0.13894287618897228,-3.5369435816222836,-1.5331718576588167,-1.3149535716478078,-1.9254349858074735,27.42203462500124,-2.0031855791665865,202.3616799999999,-2.73822927500019
3042,-64.80417499999987,-0.4348193245098803,-3.2151305889538264,-0.940932940943322,-2.1476898871100474,-2.1235326890626807,27.431807562501238,-1.51552768062492,202.3616799999999,-4.21289445000019
3041,-64.78894980468755,-0.8887009435955734,-2.8951839889863784,-0.5189350902369416,-3.1775520073899957,-2.2969656735678887,27.60305958333457,-0.7570154829165865,202.3616799999999,-4.516809175000189
307,-64.77028066406254,-0.982601402675163,-3.1793371175833833,-0.6634527112200146,-4.368993240853538,-2.498820836588723,27.441175291667903,0.24019828041674685,202.3616799999999,-4.341602800000189
3038,-64.75424999999986,-0.8182559662026287,-3.093122454963349,-0.3827847574618767,-5.017330768750673,-2.880366949218931,27.707542093751243,1.07500821062508,202.3616799999999,-3.9280252500001893
3037,-64.73912519531254,-0.5998688687188232,-2.780254802711152,0.13781072161038885,-5.326243458789737,-3.2388301656251812,28.19178110937625,1.7244833416667469,202.3616799999999,-2.5113952250001885
309,-64.72057285156255,-0.4776026837533283,-2.1577959727795104,0.9530032018838264,-5.159985340820986,-3.348353743750182,28.901385671876263,1.9803579083334135,202.3616799999999,-0.6826112075001891
3034,-64.70424999999985,-0.19754610345104148,-1.370470664979217,1.6714598118301152,-4.831184429590518,-2.8722706183595568,28.821339562501265,2.8263219812500804,202.3616799999999,0.42088078499981096
3033,-64.68952050781256,0.1837887781195151,-0.4937522796541032,2.262176622704138,-4.4491853186855685,-2.1461393700262237,28.4455779895846,3.765315027083414,202.3616799999999,0.9106175749998109
311,-64.67096816406257,0.7111681681580894,0.4862788603768212,2.566409906688513,-4.070134402018901,-1.25547045638039,27.972320697917944,4.393305485416748,202.3616799999999,1.8033578499998109
3030,-64.65424999999988,1.2586477841363606,0.9903303226611635,2.762316669115271,-3.6996459021491095,-0.48369586214861904,27.71914559375127,5.015320262500082,202.3616799999999,3.0760874999998107
3029,-64.63997382812508,1.816532784187833,1.2576193174304504,2.9269493608714567,-3.3015487589199424,0.25776649033835997,27.618879760417926,5.696476916666749,202.3616799999999,3.62299099999981
313,-64.62147714843758,2.385533710519212,1.2906005874011535,3.106086362173541,-2.812063268815777,1.0271864370050268,27.757259552084598,6.561034883333416,202.3616799999999,3.48869157499981
3026,-64.60424999999988,2.710106515881354,1.428423901518585,3.3514014899404687,-2.889601538574891,1.750227971210756,28.24797887500126,6.925909437500081,202.3616799999999,2.9057602999998102
3025,-64.59042480468759,2.9872285363688227,1.6570397722237447,3.7162294872223702,-3.112608507552755,2.403795136327944,28.839455963542918,7.105768508333415,202.3616799999999,2.45921254999981
315,-64.5718724609376,3.366426323201507,2.0531912685453584,4.373417966584349,-3.204997814323587,2.895317606640444,29.380866817709585,7.230264541666747,202.3616799999999,1.6093787999998104
3022,-64.5542499999999,3.837440840649424,2.5447749926501766,4.725830829393593,-2.9704609068366086,2.64833132187482,29.75411614062625,7.414000031250081,202.3616799999999,0.7035298349998101
3021,-64.54082011718762,4.238143121706146,2.8912191816658837,4.867179291470416,-2.6075199206386923,2.1024417273435705,30.047327671876246,7.599337418750082,202.3616799999999,0.7872593399998102
317,-64.5223451171876,4.336091962974049,2.7068125376310523,4.680110167902709,-2.1862929125657757,1.398350958593571,30.26858735937624,7.730241043750084,202.3616799999999,0.9806835624998104
3018,-64.5042499999999,4.351748346893321,2.6508128702502747,4.574478362792032,-1.729283990078796,1.2517259281248212,30.83222204687624,7.242406031250084,202.3616799999999,0.6994261749998105
3017,-64.49167695312508,4.504121910043345,2.755409275691558,4.440103326647014,-1.1814373666950062,1.259174971952946,31.64329574218874,6.532681371875086,202.3616799999999,0.1956591624998104
3016,-64.47354414062508,5.032869057316091,3.1869410481718217,4.152781314981159,-0.44940932255600874,1.1437553192185708,32.56292772916791,5.889928760416755,202.3616799999999,0.09711551999981043
320,-64.45541132812508,5.213404971834321,3.5391351963326274,3.9096194114329834,0.12496941901951206,0.9454601229685706,32.6084085208346,5.58888320208342,202.3616799999999,1.1825044249998105
3013,-64.4417499999999,5.295039857623303,3.7956782904651143,3.8400820427725018,0.485786999628236,1.0031176577341954,32.77073059375127,5.358992012500087,202.3616799999999,2.1740078499998106
3012,-64.42477851562506,5.357758400563569,3.857183853807398,3.8254389553213297,0.6894760819459443,1.0076086651690908,33.22153237500127,5.166555716666754,202.3616799999999,3.1553975999998105
322,-64.4066894531251,5.462628943686941,3.4292278788073984,3.801854176610391,0.6353408303574027,0.5966473595961745,34.42093200000126,5.01532973333342,202.3616799999999,4.24185527499981
3009,-64.39174999999992,5.380287545471201,3.3766117477954354,3.6770679819814847,0.7511241717571424,0.3595175226404455,35.33449282812625,4.726343887500087,202.3616799999999,3.8334703999998108
3008,-64.37623789062509,5.1971126314148055,3.507855310419539,3.5116917216055077,0.938007325533184,0.20734959491909138,35.94311745833458,4.359626575000086,202.3616799999999,2.7446786999998105
324,-64.3581050781251,4.8986491111755495,3.815338109963809,3.325746679906289,1.1682713234498507,0.13623592628367467,35.92277229166791,3.897474725000086,202.3616799999999,1.6736748249998104
3005,-64.34174999999993,4.854416275860608,3.777614195128196,3.4204473353017972,1.1585007699114391,0.32497437617169556,35.87830057812625,4.083254481250086,202.3616799999999,1.4578976999998106
3004,-64.32747226562512,4.901758398558902,3.7234025251941123,3.6244161123769922,1.07532356406183,0.5789996369920082,35.839187369792924,4.466578091666754,202.3616799999999,1.7891280499998103
326,-64.3093394531251,4.969594710372597,3.964934304344503,3.8755435573965245,1.0119609527337046,0.7690332120857581,35.84027622395958,4.79460165833342,202.3616799999999,2.77826644999981
327,-64.29121015625009,4.92151491415915,4.124292924769916,3.771902245677775,1.2600563296624152,0.6671483039451327,36.93026442968874,4.507710843750087,202.3616799999999,3.017496849999809
328,-64.26693632812508,4.690653879435234,4.078443129698505,3.5297215561758235,1.9799179994622196,0.8349415024412263,37.887202953126234,3.9676300000000877,202.3616799999999,2.9042530249998095
329,-64.24274726562508,4.506642771426067,4.3220693215075885,3.378160054735396,2.3817789680169072,1.1936249558787262,38.00075736718875,3.3047170062500872,202.3616799999999,2.8033740749998093
330,-64.2186667968751,4.386878282545317,4.682835701134054,3.2345569321035628,2.459679793554016,0.7465971786785304,38.322911054688745,3.0685989281250867,202.3616799999999,2.7856791249998087
331,-64.19433242187512,4.422185420633966,4.636019069086528,3.4038735780345513,2.8255495222324014,-0.32278911245525876,38.838329726563735,2.7887432187500876,202.3616799999999,2.9049644999998088
332,-64.17004882812512,4.423397443135592,4.1205013425809955,3.577815224258508,2.937541335041648,-0.9876185671886568,38.681226640626235,2.025130393750087,202.3616799999999,3.122826149999808
333,-64.14569296875013,4.525964313720715,3.620010498253196,2.889336292796919,2.8265702510735506,-1.0086170268751797,37.58122153906373,1.546047971875087,202.3616799999999,3.0543096249998083
334,-64.1217085937501,4.928252714025892,3.4000428106799534,1.8651989699168732,2.6170312626946455,-0.8053728314064293,36.396165968751234,1.4154605531250868,202.3616799999999,2.745422099999808
335,-64.0974843750001,5.256884067724622,3.168088203294701,1.5143912023224724,1.7256581314202313,-0.12944600417986662,35.37443498437624,1.6646467968750867,202.3616799999999,2.4852306499998074
336,-64.07323046875011,5.684535017415376,2.779946594546329,2.225376483263228,0.864474120643864,0.7848241332810706,35.63767091406374,2.4662617343750863,202.3616799999999,1.8726277249998076
2992,-64.0534999999999,6.015340126632366,2.4200923651124633,2.9007803410797957,0.31353988802667637,0.9519462363279452,36.022056078126234,2.9030723250000863,202.3616799999999,1.2830061999998075
2963,-64.04414375000012,6.211799475399188,2.1813296552002184,3.3255410624795343,-0.15417366187176118,0.8598408509920075,36.11403208750123,3.1161310525000863,202.3616799999999,1.5702002249998075
2961,-64.02999999999992,6.152769419883237,2.2356585951790597,3.310864378612346,-0.5990713392780112,0.7666249643357579,35.62346331250123,3.172359512500086,202.3616799999999,2.2611188499998076
338,-64.0246867187501,6.093739364367286,2.2899875351579007,3.296187694745158,-1.0439690166842612,0.673409077679508,35.13289453750122,3.228587972500086,202.3616799999999,1.5051495749998078
2966,-64.01142499999992,5.969392637215593,2.2839190524817132,3.086490417269573,-1.3294628687604333,0.5888876426404455,34.96963950625123,3.2704824175000855,202.3616799999999,1.6560539999998074
2990,-64.0037999999999,5.823273686185319,2.2577180955871823,2.8117862752578544,-1.5618221123932456,0.5072643581404455,34.91548905625122,3.3075988575000848,202.3616799999999,1.6628813749998073
2967,-63.9955281250001,5.649610668383804,2.191077709775415,2.508487729447307,-1.745978032910824,0.43337779253107045,34.84129455312622,3.3056792175000846,202.3616799999999,1.4578461874998077
2959,-63.97999999999992,5.39331545026857,2.0031190372119383,2.1194059722402763,-1.7855239840826993,0.3827013835935704,34.70696789062622,3.1866513375000842,202.3616799999999,1.5603994999998074
340,-63.97660078125013,5.137020232153336,1.815160364648462,1.7303242150332454,-1.8250699352545743,0.3320249746560704,34.572641228126216,3.0676234575000847,202.3616799999999,0.43628215999980724
2970,-63.96162499999991,5.007712380421157,1.8056852064184814,1.2381892381494566,-1.5434371906295745,0.350799413148258,34.272802868751214,2.982642626250084,202.3616799999999,1.2438697999998072
2988,-63.95409999999991,4.920733650816665,1.8557045529663325,0.7117031880400816,-1.154744880738949,0.39272413411700813,33.91779394375122,2.9090108112500843,202.3616799999999,0.5781411899998071
2971,-63.94713515625013,4.9125985025329735,1.9311627593070715,0.23474918181286808,-0.745013473018897,0.449092874255029,33.500727818751216,2.8822351612500836,202.3616799999999,1.1331488949998072
2957,-63.92999999999992,5.140994098211683,2.0829375450264727,-0.09360869276786117,-0.27216477181056375,0.5487936719008623,32.89749009375122,2.996028006250084,202.3616799999999,1.5600018499998072
342,-63.92831953125013,5.369389693890394,2.2347123307458734,-0.4219665673485904,0.2006839293977696,0.6484944695466955,32.29425236875122,3.109820851250084,202.3616799999999,0.580643654999807
2974,-63.91182499999992,5.459298282844252,2.275810370240909,-0.4188278761207257,0.451226593809228,0.8575252329581536,32.133297368751236,3.2130897525000837,202.3616799999999,1.518205649999807
2986,-63.904399999999924,5.5030445362231575,2.2800161609944896,-0.30519032962332987,0.6276672459550614,1.1029993182914866,32.119769943751244,3.3128506725000837,202.3616799999999,0.990431329999807
2975,-63.898553906250136,5.5185940962422855,2.261495125869944,-0.0496319825361988,0.9545922146304088,1.4069143808157918,32.02113703125126,3.36116116041675,202.3616799999999,0.8139686599998069
344,-63.88048828125015,5.449553576182067,2.1747936131110186,0.631688766320138,1.7329701328942981,1.8861523749130145,31.667187656251258,3.2551203520834164,202.3616799999999,0.712713004999807
2955,-63.879549999999924,5.3677691806595025,1.8734955218629679,1.426539793454877,2.0752110397210126,2.0608205323240383,31.52359334765751,3.4628593000000834,202.3616799999999,1.085813049999807
345,-63.86239140625017,5.281736826649492,1.5006652377852088,2.259234246682416,2.2720729427353357,2.1339654108396626,31.450117394532505,3.7751915000000835,202.3616799999999,1.016899119999807
2984,-63.85549999999993,5.193263175823991,1.208036598645713,2.9276671898291458,2.3873144956764163,2.0141379595310682,31.450436025001256,3.9839440575000835,202.3616799999999,0.9455356849998069
2979,-63.84877499999993,5.103975759393327,0.9421418411523048,3.5413462962822715,2.475349265259749,1.829986398281068,31.475352850001258,4.158170067500084,202.3616799999999,1.7950334999998074
2980,-63.83175078125014,5.0379852184155425,0.8284429034825662,4.060066845682663,2.5513124607024564,1.677638382577943,31.465444690626256,4.239377422500084,202.3616799999999,2.3990199249998065
2953,-63.829849999999915,5.041885303796402,1.1713314252838356,4.293911723924851,2.5910609337232895,1.620701003515443,31.351061578126263,4.0415288125000846,202.3616799999999,0.8651885999998068
347,-63.81356015625012,5.0457853891772615,1.5142199470851052,4.52775660216704,2.630809406744122,1.563763624452943,31.236678465626262,3.843680202500085,202.3616799999999,2.5964231999998066
2952,-63.8049999999999,5.055354042108167,2.138577088491844,4.1701487203115715,2.502844100292299,1.8119465945310682,31.08972950000126,3.8874749000000843,202.3616799999999,2.077788349999807
2951,-63.781733007812605,4.9666634705902215,2.917914672959313,3.675867644090868,2.3439754554192525,2.2099850417966937,30.808933210938754,4.084277956250084,202.3616799999999,1.942923324999807
2950,-63.75706816406263,4.6823187720886335,3.7456812832599127,3.6786415362173335,2.310326862450503,2.686947694140443,30.041435781251263,4.459617606250084,202.3616799999999,2.123720424999807
2949,-63.73233769531263,4.736300739886485,4.039137462697169,4.420099049266651,2.368655255907534,2.9692758490232554,29.15569626562627,4.724194731250083,202.3616799999999,1.7303914749998068
2948,-63.707607226562615,4.865319793243421,3.9923667073993165,4.377778171605518,2.2716221421380016,3.098511785937319,29.003237828126267,4.9029960875000835,202.3616799999999,1.3923136749998068
2947,-63.68293496093767,4.980822603290824,4.10046935635053,3.814155000357146,2.2555376765455533,3.0313026921873205,28.84795383593877,4.788246937500083,202.3616799999999,1.3358695249998065
2946,-63.658313085937614,5.034948000053925,4.369752767597276,3.3527972673411957,2.2785547546054485,3.669930951757633,28.286958023438768,4.805252762500083,202.3616799999999,1.4880730749998063
2945,-63.63356894531262,5.048106861969005,5.069043386503932,3.6770360819448737,2.2891370229485473,3.76339224843732,27.405772335938757,4.907505912500082,202.3616799999999,1.9293016749998066
2944,-63.60871347656261,4.965873746414195,5.76683672623782,4.006485761864307,2.5259927070794075,3.500241051171694,27.084945921876248,4.541674390625084,202.3616799999999,2.261663399999807
2943,-63.58385820312511,5.284369728521741,5.786185148790313,3.7907579047964353,3.1255427008782357,3.4861062614581515,27.695197062501244,4.287764925000085,202.3616799999999,2.402108874999807
2942,-63.558991992187615,5.804177804890965,5.479898875344675,4.062551801683641,3.662312980370422,3.7092511437064157,28.627511942709578,4.140640129166752,202.3616799999999,2.4129035249998063
358,-63.54030644531261,5.970722836612969,5.165519454267202,3.8478970045156715,3.5237741924797965,4.177123628949472,28.973664713542917,4.30977009583342,202.3616799999999,2.2241491999998066
2939,-63.52162499999988,6.010874206726087,5.017668547148469,3.765851251976608,3.536578712401671,4.915275399739403,29.016595843751254,4.329081275000087,202.3616799999999,1.942494399999806
2938,-63.508997460937614,6.072123107260143,5.036265182750276,3.9305213778188914,3.6216351073723736,5.753287793945131,28.946975734376252,4.247956575000087,202.3616799999999,2.0277413999998064
2937,-63.49029726562509,6.341575268977875,5.3629091987699695,4.597877388231489,3.770901401854794,6.385724847916485,28.795820828126253,4.04888395208342,202.3616799999999,2.943725074999806
361,-63.47160332031261,6.666578455631517,5.615253013434684,4.950675280809614,3.9165604428704195,6.313528127083154,28.503357765626248,3.9504341104167526,202.3616799999999,3.8158809999998065
2934,-63.458874999999864,7.020292215783696,6.038032385405306,5.3250689495352015,3.977382580663389,6.082232249609194,27.820875000001244,3.898073456250085,202.3616799999999,3.8844806999998065
2933,-63.44029003906262,7.327702670737716,6.396672633462352,5.67680277989002,3.9294598587558376,5.786063147005026,27.0349433229179,3.8440427708334184,202.3616799999999,3.715462399999806
363,-63.42152675781261,7.467492636598722,6.392459952472768,5.938961318985071,3.6401394609693805,5.454373525650859,26.328684614584567,3.738912804166752,202.3616799999999,4.226422174999806
2930,-63.40867499999985,7.501198387634288,6.265164288798858,5.7800791426016085,3.4707919421868283,5.234893310156065,26.24568168750123,3.5964388000000853,202.3616799999999,4.930983849999807
2929,-63.3900916015626,7.537137732961032,6.1361830887459625,5.459497094693081,3.3476701831699005,5.074829902994605,26.29930150000123,3.502969914583417,202.3616799999999,4.026810449999806
365,-63.37116582031261,7.685862075986747,6.125228262240429,5.074856147687874,3.243252824445942,4.980807514973771,26.13953375000123,3.5938604229167495,202.3616799999999,3.3030051749998055
2926,-63.35847499999985,7.799635860791029,5.986507753801304,4.850809015917041,3.2099119692376092,5.190278782812312,25.854110500001223,3.6184388875000826,202.3616799999999,3.513023849999805
2925,-63.339690039062596,7.874043698341383,5.8444558775622895,4.726789630339648,3.18575188967218,5.463688703222468,25.55880755859497,3.4897691031250835,202.3616799999999,3.8241209999998054
2923,-63.32082499999984,7.865304252351393,5.820175579857211,4.742259668108202,3.1180576335198356,5.625420925488093,25.359521042969966,2.9676666156250837,202.3616799999999,4.448921349999806
2922,-63.30821425781258,7.92429008601686,5.9464898225299425,4.643953039098193,2.7408204423333133,5.643480984179498,25.079461820313725,2.6267413031250846,202.3616799999999,4.858227474999807
2921,-63.288926367187585,8.131373855006931,6.3946182066068875,4.227053190599658,1.5974314762232886,5.378663943359185,24.656585473959574,2.8491062312500857,202.3616799999999,4.956331824999807
369,-63.269517968750094,8.17322391307171,6.452838151496211,3.878363684642627,0.9414736006503726,5.558265076171683,24.53221211979291,3.130747306250087,202.3616799999999,4.783230399999806
2918,-63.25579999999982,8.082070855004899,6.513614352788123,3.7812426052725088,0.760502763720034,5.921125324609182,23.834536609376244,2.930967087500087,202.3616799999999,4.467202149999807
2917,-63.23690273437509,7.976523737333188,6.592826648881872,3.646803339118537,0.7452579335898257,6.231719060416474,23.12048746354292,2.6619588187500867,202.3616799999999,4.394257299999807
371,-63.21748554687511,7.960797556978372,6.72479097297855,3.1488410860260894,0.7522040852174299,6.202254142708145,22.930619567709584,2.6666876937500863,202.3616799999999,4.332201199999808
2914,-63.20299999999983,7.90433110003664,6.452464731315951,2.8836589079336425,0.8318871507805808,5.641473442187312,23.18642657812626,2.440154106250086,202.3616799999999,4.052273499999808
2913,-63.18486835937511,7.861743481241881,6.029756517080518,2.7487082946035644,0.9497496665227682,4.742969386067518,23.268998614584596,2.0887389375000867,202.3616799999999,3.238593374999808
373,-63.165451171875105,7.9015326534749555,5.560192950885858,2.7716723005605957,1.109413618866518,3.3626110459633503,22.386190822917932,1.593941487500087,202.3616799999999,2.882328974999808
2910,-63.150199999999835,7.712984916967793,5.2074164378345085,3.0093275324453623,1.3269000851653459,2.757868349999808,21.497130937501268,1.1555935012500873,202.3616799999999,3.112544099999808
2909,-63.13277773437511,7.391748392767351,4.958346825714962,3.275845144107147,1.5407865116692525,2.487246865624808,20.796401442709602,0.9278602583334208,202.3616799999999,2.834102849999808
375,-63.113285546875126,6.900782414227309,4.903610863247515,3.414258669172251,1.6860503048333149,2.4433733718748085,20.666915213542943,1.2755217816667543,202.3616799999999,2.3271646499998084
2906,-63.09739999999985,6.872917112005627,4.980945958116493,3.1926222579580568,1.7802540826165176,2.1594431015623092,20.76914346875128,1.4821570750000879,202.3616799999999,2.0708364999998086
2905,-63.08059335937513,7.030843208487967,5.031116654200069,2.882887703823942,1.9046305626620905,1.7230276982289763,20.837490973959618,1.7243592875000875,202.3616799999999,2.397386749999809
377,-63.06110117187512,7.283042824764008,4.86772309659102,2.668908657209358,2.1705851648756322,1.0692136723956427,20.572481744792945,2.2142884875000877,202.3616799999999,2.7464162999998085
2902,-63.04459999999983,7.141307606610118,4.670227056254921,2.6692096989004392,2.2500095071282376,0.7532188593748095,20.692572234376282,2.8714921687500876,202.3616799999999,2.838856699999809
2901,-63.02808398437511,6.871185571472178,4.524256490031778,2.7236180030996575,2.2136778607740717,0.8161078927341845,21.12462618229295,3.480091154166754,202.3616799999999,2.8480599249998093
379,-63.00795019531262,6.609837919812024,4.5669648288745535,2.7260680065176253,2.0166085085605303,1.6778292524216845,22.107470786459608,3.7756015708334196,202.3616799999999,2.5023276249998094
2898,-62.99022499999984,6.378191267378757,5.00641507418095,2.4833108551748517,1.6802099158196446,2.277845430937309,22.384468046876272,4.118365083333421,202.3616799999999,2.008707049999809
2897,-62.97416210937513,6.228662764395494,5.495564883509158,2.2792428872630675,1.2312306443189933,2.787751733202934,22.14192093229293,4.387865786111199,202.3616799999999,1.8864793499998087
381,-62.95402304687512,6.295787710535359,5.737071478439171,2.436449624404994,0.583838577066389,3.289033587890433,21.046588036459596,4.390324963888975,202.3616799999999,1.7874846249998086
2894,-62.935624999999845,6.563578953289807,5.676797068736616,2.7572838140859837,0.3603321910735504,3.6708384132810576,20.486337421876268,4.102954841666754,202.3616799999999,1.6920084999998086
2893,-62.92028437500012,6.848339474469005,5.594678533832642,3.0664598508617,0.35328218114516496,3.8153535815102253,20.226539338542935,4.033542827083421,202.3616799999999,1.8282136749998084
383,-62.900174218750145,6.983341534307872,5.748808627956992,3.1770339763825315,0.5717156181503732,3.367476807551892,20.333016567709603,4.9078344354167545,202.3616799999999,2.637601149999808
2890,-62.88102499999985,7.34844855046388,5.912725909526407,3.111978185130904,0.9726931898919097,3.425298567968559,20.348703906251266,5.46168757500009,202.3616799999999,3.6128873499998084
2889,-62.866425000000135,7.828422726576755,6.051063535588417,3.0660021100739376,1.374276327961571,3.7721616740883497,20.24574060416793,5.796583039583423,202.3616799999999,3.8597081499998085
385,-62.84630195312515,8.422893426243098,6.102875007683141,3.252895100373416,1.5951320302792786,4.480450282942516,19.877615270834596,5.795043947916758,202.3616799999999,4.08989259999981
2886,-62.82642499999986,8.66809781296999,6.405299007493934,3.371043213524456,2.016852434960268,4.785901619140431,19.550508171876267,6.012140562500089,202.3616799999999,4.430054699999809
2885,-62.812525390625154,8.80168429953005,6.851330763646278,3.536580084996624,2.535846408544252,4.883417418163868,19.410533609376266,6.1170412812500885,202.3616799999999,4.671148699999809
2884,-62.79239882812516,8.926817713012715,7.385290132599731,3.864648817121463,3.0424326998040176,4.900836787239389,19.7788320833346,5.806752670833422,202.3616799999999,4.6552551499998085
388,-62.77226835937517,8.983354069946309,7.6424001160307204,4.047579674868859,3.238927931054019,5.340874883072722,20.11081154166793,5.916566254166755,202.3616799999999,4.4080357999998085
2881,-62.75824999999986,8.945871928588886,7.766889412456094,4.101000806200238,3.552732517089175,5.706195226562306,20.023919187501264,5.684710256250087,202.3616799999999,5.033255499999808
2880,-62.73864531250017,8.91184245357261,7.854247796711055,4.111540842772504,3.7772540625644346,5.88996450416647,19.7584231302096,5.304948066666755,202.3616799999999,5.720352749999808
390,-62.71858828125016,8.98218947587079,7.962834131460402,4.1229473214834425,3.616617131574852,5.6037983364581345,19.375987776042933,4.8231368833334205,202.3616799999999,5.793549174999809
2877,-62.70424999999987,9.192636848571796,8.151811345457798,4.168661167796919,3.237080042089176,5.357256308593552,19.171760421876265,4.607377737500087,202.3616799999999,5.876513449999808
2876,-62.68502910156266,9.470110879069026,8.330329368122184,4.32206499476632,2.7358744605494625,5.196974507551886,19.02373552083459,4.550682354166753,202.3616799999999,5.890376324999807
392,-62.66497050781267,9.808564532552097,8.3970789375395,4.764231396100959,2.088563561343733,5.255849247135218,18.86610997916792,4.705126220833417,202.3616799999999,5.573939724999807
2873,-62.65024999999987,10.045161434906019,8.512805608793975,5.071684376561571,1.4713335042278484,5.356265958202926,18.860719390626244,4.619334631250084,202.3616799999999,5.141494799999807
2872,-62.63137441406268,10.2290636941325,8.592971680784942,5.29134337183338,1.1704058347356612,5.444717345963344,18.92187956250124,4.369294866666751,202.3616799999999,4.918618699999806
394,-62.61116582031268,10.356738775105807,8.517478853148226,5.382333832412808,1.7883044860247241,5.45573079231751,19.030457062501235,3.8667460333334174,202.3616799999999,5.230427599999805
2869,-62.596249999999884,10.58922057373048,8.323165538908722,5.512991880565478,2.2815150657317558,5.363376973437303,19.141795531251237,3.8741597250000845,202.3616799999999,5.0005259499998065
2868,-62.57745722656268,10.820152476694751,8.115447361786732,5.659183134317109,2.5682788199212094,5.270123851171679,19.072385979167905,4.087423500000085,202.3616799999999,4.646554274999805
396,-62.55726347656274,10.941627975026446,7.986335082620062,5.812306417292369,2.3603901691399596,5.277540083984178,18.45797139583457,4.408275000000085,202.3616799999999,4.438262799999805
2865,-62.542249999999896,11.073977411112459,7.499054822744575,6.049259201854544,2.010508715331366,5.490872201952929,17.512533531251236,3.882894431250085,202.3616799999999,4.358795149999803
2864,-62.52352519531262,11.168218865485285,6.86045605843251,6.2732495817861835,1.6206585998691256,5.646295263411262,16.70176548958457,3.1289621104167518,202.3616799999999,4.065204224999805
398,-62.50275214843768,11.137262436964232,6.126069761519531,6.374523246239309,1.2528953024732927,5.422075270182096,16.626030197917906,2.53560660208342,202.3616799999999,3.1418814749998054
2861,-62.48799999999987,11.034877959899891,5.940677484862087,6.466293436498097,1.0883172191399597,4.942462173437304,16.43895912500124,3.019648487500087,202.3616799999999,2.8519863499998053
2860,-62.468061132812636,10.971259656880685,6.004043440479357,6.4976702543610525,1.1408268937059316,4.480062536067512,16.41579377604291,3.7404384791667544,202.3616799999999,2.7697443999998046
400,-62.44712421875014,11.095367924540191,6.264690072665232,6.357370429230843,1.6414146279073198,4.324696380338343,16.99568138020958,4.094075395833422,202.3616799999999,2.8313808249998047
2857,-62.43199999999987,11.17253749169921,6.651608109312778,6.087544033023159,2.2316816701382227,4.320236176562301,17.52789728125125,3.9886759437500885,202.3616799999999,3.269175999999804
2856,-62.41191562500017,11.251124349324531,7.013895196532018,5.818105961487239,2.733213875809519,4.322208917838342,17.911725802084582,3.8026369333334222,202.3616799999999,3.8505787749998044
402,-62.390573046875176,11.380901778849266,7.176018031004675,5.679359435044098,2.878862263772481,4.192574542317509,17.89806388541792,3.833715616666754,202.3616799999999,4.451308699999805
2853,-62.37599999999989,11.585447682922345,7.36965311226078,5.611524932722051,2.9179565630635684,4.123690920702926,17.60940095312625,4.044384481250086,202.3616799999999,4.353287849999805
2852,-62.355627734375176,11.845606332044794,7.534287823696735,5.719480422972703,2.933199325288684,4.197807050781051,17.365804125001247,4.437263791666753,202.3616799999999,4.132893249999804
404,-62.33441367187519,12.197834741767018,7.580409178888795,6.283893866820357,2.983441564987758,4.640171682031051,17.532406625001244,5.1971842583334205,202.3616799999999,4.039846049999804
2849,-62.31999999999988,12.349196930806468,7.670785084379926,6.586338416918012,3.0329568471130477,4.769074060546675,18.040215187501243,5.930858662500089,202.3616799999999,3.8273350999998046
2848,-62.299371484375165,12.366198615383565,7.8887332487048765,6.729336920864954,3.031732451869268,4.741867126735912,18.47071412500124,6.497073208333424,202.3616799999999,3.6183110499998046
406,-62.27838320312519,12.180985007256398,8.445143639232224,6.655966180109745,2.8790159820920667,4.559794508680357,18.32807812500124,6.587154241666758,202.3616799999999,3.5257136999998036
2845,-62.26399999999989,12.179603160156248,8.686338632164356,6.713063077562546,2.7672377367180783,4.423851561458133,18.63517789062624,6.426885625000091,202.3616799999999,3.472504599999803
2844,-62.24395585937519,12.307840962687173,8.783802572091522,6.774420637527552,2.635075207681619,4.288173220833133,19.02297084375124,6.193938195833425,202.3616799999999,3.571101349999803
408,-62.22424003906278,12.641105953084317,8.765288750599009,6.71809254682117,2.400821603254534,4.107159029166466,19.20310759375124,5.9933039791667575,202.3616799999999,4.079140024999803
2841,-62.2080999999999,12.908220371398935,9.021954408635306,6.574813463985882,2.414490178417294,4.08482775234355,19.11933425000124,5.84566390000009,202.3616799999999,4.414223499999803
